wavelength_nm,8,12,16,20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80
349.501,1.86711,-0.95,0.285079,0.1125,2.04663,0.955263,2.56805,0.365164,-0.263609,1.69459,0.0678082,0.951923,-0.108197,4.11506,2.16562,0.63871,1.41429,-0.7128,0.623622
350.001,-0.108252,-0.364869,-0.220224,-0.265622,-0.0647719,-0.170092,-0.367041,-0.374054,-0.246442,-0.443966,-0.455009,-0.195755,-0.290987,-0.33012,-0.0412405,-0.3204,-0.155005,-0.249792,-0.233571
350.501,0.0252353,0.0789482,-0.0404395,-0.0685424,0.022253,-0.0141064,0.0176029,-0.0390519,0.00716742,-0.0127181,-0.00763083,-0.0970839,-0.0394555,-0.0141252,-0.0179428,0.00812089,0.0257105,0.0138309,0.114579
351.001,0.104583,-0.149553,0.0565877,-0.0841856,0.0219931,-0.221406,0.0115041,-0.1599,0.11043,-0.0879725,-0.249255,-0.0328688,0.102154,0.178444,0.0643772,0.0195921,-0.0735507,-0.064324,0.0344593
351.5,-0.266218,-0.83301,-0.276486,-0.00885906,-0.48,-0.544615,-0.79814,0.327273,0.0754286,-0.354362,-0.811376,-0.557333,-0.0104762,-0.3375,-0.284308,0.0522034,-0.166897,-0.107755,-0.0275
352,0.0641945,-0.031006,0,0.0864309,0.0252327,-0.036087,-0.125293,0.0598109,0,-0.0801878,-0.0668232,-0.0704681,-0.0192249,-0.102568,0.00780142,0.0289235,-0.0209123,0.0406714,0.0690506
352.5,0.0243075,0.129136,0.00647602,0.0291421,0.243492,0.0516045,-0.0480393,-0.0400427,0.117216,0.0491128,0.179855,0.204727,0.126984,0.181406,0.24015,-0.026048,0.0540559,0.0658517,0.199267
352.999,-0.0713272,0.0589701,0.0528391,-0.03596,-0.107192,-0.0166794,-0.112977,0.0700758,-0.0720423,-0.109806,-0.0222609,0.0240014,-0.0496743,-0.00944571,0.0303662,-0.0390423,-0.129834,-0.177782,0.0519514
353.499,0.0365302,0.667242,0.239614,0.201657,0.633387,0.24092,0.398933,0.83776,0.264247,0.383973,-0.181246,0.241662,0.931831,-0.113826,0.515785,1.22932,0.558507,0.1428,0.14411
353.998,-0.464457,-0.373323,-0.132163,-0.209124,-0.075806,0.0665889,-0.0372417,-0.235168,-0.0723147,-0.159813,-0.416181,-0.216747,-0.0819149,0.0843566,0.0543225,-0.283434,-0.118695,-0.00670213,0.0146401
354.497,0.365924,0.263008,-0.14074,0.073775,0.304937,0.568426,-0.0144065,0.360582,0.375015,0.48895,-1.05342,-0.111261,-0.0795487,0.0795487,-0.171911,-0.377856,0.02951,-0.255891,-0.248928
354.996,0.146916,0.111192,0.103923,-0.113313,0.240916,0.111232,0.0555961,-0.158734,0.196321,0.00845013,0.141768,0.115046,0.187017,0.0468347,-0.221164,0.268714,0.0261905,0.225495,-0.00492151
355.495,0.0202206,0.104227,-0.119807,0.244505,0.205636,0.112705,0.14966,0.166571,0.0762829,-0.0688055,0.0602381,0,-0.0698413,0.116197,0.147321,-0.112587,0.222274,0.128806,0.179348
355.994,-0.734462,-0.564414,-0.419692,-0.0827861,-0.114944,-0.588575,-0.812072,-0.476466,-1.28032,-0.486178,-0.895961,-0.980375,-0.789171,-0.40143,-0.671344,-0.809153,-0.191813,-1.07561,0.327812
356.492,-0.293506,-0.401577,-0.45408,0.144731,-0.45913,-0.553805,-1.15545,-0.0452571,-0.0728276,-0.161568,-0.563538,-0.640487,-0.369805,-0.609496,-1.17237,-0.454426,0.365538,0.0314009,-0.0560377
356.991,0.136552,0.217317,-0.413217,0.512308,0.208421,-0.490099,0.0542466,-0.560809,-0.346861,-0.0311811,0.267568,-0.243692,0.289756,0.333976,-0.643902,-0.507692,0.455575,-0.2475,0.66541
357.489,-0.490363,-0.178362,-0.159107,0.221677,-0.239814,-0.256124,-0.0351618,-0.354103,-0.421096,-0.353163,-0.30375,0.0810737,-0.155027,0.101378,-0.342985,-0.1584,0.200977,0.113648,-0.0578571
357.988,0.0935502,-0.331623,-0.0377836,0.13686,-0.315634,0.60258,-0.227215,-0.0157916,-0.0206438,0.076984,-0.0497674,0.189499,0.0743294,0.23656,-0.0461904,-0.158935,0.295211,0.0397337,-0.205291
358.486,-0.0516029,-0.14506,0.0211103,0.0159323,-0.12817,0.0552304,0.0657534,0.0485088,0.0746826,0.111498,-0.0409603,-0.153108,0.0187369,-0.0943226,-0.0677123,-0.135397,-0.0971074,0.155891,-0.00796615
358.984,0.00201395,0.000477799,-0.00317453,-0.0106419,0.00559096,0.0202084,-0.00506209,-0.00679317,0.00664603,0.00439665,0.0243959,-0.0232933,0.0236752,0.00563626,-0.00278716,0.0176439,-0.00326681,0.0212132,0.00952359
359.482,0.28463,0.0175368,-0.0638321,0.0270408,0.0504762,-0.144545,0.0441667,-0.140957,0.0630183,-0.185337,0.0854132,0.0343165,0.0435616,0.115728,0.271839,0.0546825,-0.0153871,0.156496,-0.133738
359.98,0.101084,0.137186,0.19206,-0.17011,0.350586,0.0440505,0.0656106,-0.044814,-0.146572,0.0873,-0.083869,-0.148555,0.188995,0.118894,0.317242,-0.0668563,0.17866,0.490223,0.229815
360.478,0.0951923,-0.157747,0.00825,-0.277452,0.194356,-0.0255484,0.305854,-0.0151145,-0.353571,0.0066443,0.12913,0.163059,-0.193171,0.187647,-0.3168,0.0911842,-0.0173684,0.1155,0.108659
360.975,0.509403,-0.319901,0,-0.279626,-0.0592269,0.160518,-0.329404,-0.580037,0.127473,0,-0.444202,-0.0658537,-0.0564573,0.303777,0.0896864,0.160779,-0.0389941,-0.212538,-0.325976
361.473,1.24044,-0.463307,-0.0919487,-0.433092,0.471842,0.291545,0.398444,0.33,0.24697,-0.63168,1.24044,1.793,1.50557,2.40524,0.401418,7.19521,2.22939,0.13687,4.64852
361.97,-0.656357,-0.299654,-0.0519009,-0.405388,-0.417312,-0.457377,-0.121163,-0.430898,-0.245675,-0.417939,-0.117642,-0.278626,0.237313,-0.0312632,0.220579,-0.0232188,-0.242637,-0.0896102,-0.470325
362.468,-0.394668,0.0309988,-0.365786,-0.240568,0.282532,-0.205478,0.0143834,-0.302536,-0.592002,-0.112371,-0.267019,0.0756139,-0.0630853,-0.291972,-0.555724,-0.280927,-0.245172,-0.0184719,-0.309779
362.965,0.324122,0.0118269,0.219643,0.641357,0.559091,0.127642,0.592222,0.661214,0.589639,0.0104237,0.940828,0.250556,0.784125,0.234286,0.0290551,-0.0779577,0.79875,0.599852,0.246
363.462,-0.705915,0.131814,-0.345114,0.319618,0.194835,-0.322372,0.315225,0.0501266,0.0209352,-0.255875,-0.490895,-0.272664,-0.438234,-0.22738,-0.318715,-0.266924,0.307732,0.0221055,-0.422994
363.959,0.453415,0.317339,-0.0505939,-0.0461723,0.571963,0.20965,0.222,0.264354,0.268714,0.290714,0.519574,0.0594643,0.599182,0.208556,0.0731868,0.207847,0.275751,0.352568,0.379804
364.456,0.110612,-0.0149729,0.252247,0.00546233,0.151821,0.180501,0.117276,0.201987,0.27319,0.249902,0.268682,-0.0218493,0.173292,0.32774,0.255811,0.0261546,0.166569,0.153715,0.03739
364.953,0.43599,0.107897,-0.294485,-0.0616552,-0.534021,0.10971,-0.144504,-0.137761,-0.131054,-0.235489,-0.749719,-0.507575,0.00883082,0.0243376,-0.435461,-0.561192,0.090979,-0.350042,0.170182
365.449,0.101055,0.165015,0.213211,0.169498,0.169469,0.112547,0.120846,0.0236258,-0.0478046,0.198067,0.036864,0.105478,0.007128,0.0238748,0.05016,0.107545,0.0347354,0.0487385,0.111514
365.946,0.496843,0.745148,0.720239,0.975311,0.568389,1.11363,0.506194,0.569142,0.686174,0.677872,0.689447,0.707745,0.754536,0.230572,1.0811,0.926304,0.202915,0.869949,0.805691
