wavelength_nm,8,12,16,20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80
349.501,0.0766714,0.0441441,0.00326871,0.0141892,0.075039,0.041074,-0.0399004,0.0844373,0.0277067,-0.00281227,-0.0342096,-0.136871,0.0017058,0.203093,-0.0159628,0.0563906,0.00938834,0.112378,0.0467014
350.001,0.403201,0.25886,0.353048,0.44131,0.214448,0.275644,0.14982,0.30651,0.541633,0.034928,0.554373,0.0441892,0.236472,0.276117,0.0737314,0.33032,0.168482,0.435448,0.55973
350.501,-0.0946324,-0.0568188,-0.143223,-0.139533,-0.253437,-0.0683279,-0.198033,-0.0569507,-0.0895928,-0.0635903,-0.273438,-0.107078,-0.0578967,-0.0617976,-0.18192,-0.134502,-0.0688675,0,-0.0758241
351.001,0.155654,0.0455583,0.00633243,0.0969785,-0.00574265,0.0163617,-0.0570731,-0.0331557,0.00494304,0.0620206,-0.0772865,0.251036,-0.262467,0.026625,-0.00387914,0.0460415,-0.0144037,0.097625,0.00269931
351.5,0.193424,0.28835,0.105355,0.259128,0.362045,0.218077,-0.0115116,0.245455,0.226286,0.159463,0.504083,0.297,0.0707143,0.0464062,0.314135,0.201356,0.226164,0.333367,0.237187
352,0.11,0.26818,0.15241,0.253891,0.072474,0.0247346,0.201746,0.218642,-0.0141604,0.0916034,0,0.414,0.195774,0.123936,0.0122222,0.132164,0.236619,0.295167,0.235552
352.5,-0.0150716,0.0748343,0.151782,0.148168,-0.0379193,0.181011,-0.0142974,0.284394,0.145687,-0.0401965,0.0830612,0.206089,0.0472411,0.140166,0.137203,0.0944821,0.152413,0.257233,0.18315
352.999,0.210751,0.141017,0.029082,-0.0890636,-0.112238,0.0122402,-0.015228,0.0371914,0.0268605,-0.0966977,-0.0565483,0.158521,-0.397151,0.0966977,0.0501395,-0.0703256,0.0821018,-0.120872,0.038991
353.499,0.750899,0.718212,-0.0221864,0.760635,0.358919,0.0803067,0,-0.349067,0.391477,0.426637,-0.0503462,-1.51038,0.133119,-0.113826,0.253985,-0.037942,1.00841,0.6545,0.768587
353.998,0.184003,1.02026,-0.0509987,0.0655984,0.245716,0.582768,0.189694,0.804618,0.298326,0.356136,0.917319,0.434917,-0.194713,0.128674,0.0560254,0.156009,0.00836379,0.456207,0.97281
354.497,1.37657,2.58107,3.1767,0.999124,-1.78954,-0.902122,1.2194,1.88399,4.23232,4.09411,4.30179,2.86011,-1.34665,5.38658,-0.831486,2.24441,0,1.08297,-0.280933
354.996,-1.11467,-1.71236,-1.53806,-1.49573,-0.415117,-4.57341,-0.570786,-1.85719,1.28836,-0.922755,-3.73494,-0.27611,1.07486,-1.47529,-2.22933,-1.77351,-3.344,0.473538,-0.785473
355.495,-0.0272978,0.656633,-0.210638,-0.0778846,0.367383,0.182582,0.106071,-0.3663,0.372451,0.00699153,0.17325,0.454128,0.394167,0.470599,0.0103125,-0.0150915,-0.0162829,0.405738,0.322826
355.994,-0.0772871,-0.0755911,-0.25294,0.221749,0.104681,0,-0.0677982,0.127625,0.208455,0.0217044,0.0573109,-0.357746,0.555865,-0.0277486,0.0570871,0.12385,0.0274018,0.131529,-0.102946
356.492,0.384353,0.878451,-0.5016,0,0.602609,0.0893233,0.773014,-0.254571,-0.216207,0.01188,-0.951923,-0.46487,-0.670272,0.16787,-0.859737,-0.535574,-1.18385,-0.130837,0.392264
356.991,-0.778424,-0.446707,-0.770378,-0.428909,-0.582852,-1.09645,-0.210048,-0.196962,-0.509873,-0.415869,-0.506512,-0.864966,-0.332433,-0.533696,0,-0.436852,-0.874476,-0.667291,-0.670316
