0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
0.102276296,0.102244182,0.102147828,0.101987199,0.101762237,0.101472859,0.101118964,0.100700427,0.100217104,0.099668831,0.09905543,0.098376704,0.097632447,0.096822439,0.095946453,0.09500426,0.093995627,0.092920325,0.091778133,0.090568844,0.089292266,0.087948235,0.086536618,0.08505732,0.083510298,0.081895566,0.080213206,0.078463384,0.076646362,0.07476251,0.07281233,0.070796466,0.068715735,0.06657114,0.064363906,0.062095503,0.059767681,0.057382506,0.0549424,0.052450189,0.049909151,0.047323072,0.044696316,0.042033888,0.03934152,0.036625755,0.033894053,0.031154902,0.028417941,0.025694107,0.022995795,0.020337037,0.017733708,0.015203755,0.012767463,0.010447742,0.008270471,0.006264875,0.004463957,0.002904994,0.001630099,0.000686864,0.000129096,1.77E-05,0.000421473,0.001418567,0.003097438,0.005558508,0.008915859,0.013299244,0.018856429,0.025755924,0.034190187,0.044379389,0.056575841,0.07106924,0.088192875,0.108331033,0.131927828,0.159497797,0.191638668
0.108554291,0.108520934,0.108420853,0.108254008,0.108020338,0.107719756,0.107352152,0.106917394,0.106415326,0.105845775,0.105208547,0.104503432,0.103730205,0.102888629,0.101978458,0.100999439,0.099951316,0.098833836,0.097646748,0.096389817,0.095062819,0.093665558,0.092197862,0.090659603,0.089050693,0.087371105,0.085620878,0.083800128,0.081909066,0.079948011,0.077917405,0.075817836,0.073650055,0.071415,0.069113826,0.066747926,0.064318974,0.061828951,0.059280193,0.056675431,0.054017845,0.05131112,0.048559507,0.045767896,0.042941894,0.040087917,0.037213287,0.034326345,0.031436578,0.028554763,0.025693124,0.022865514,0.020087621,0.017377199,0.014754326,0.012241704,0.009864994,0.007653196,0.005639091,0.003859728,0.002356999,0.001178282,0.000377184,1.44E-05,0.00015868,0.000887982,0.002290758,0.004467478,0.007532388,0.011615545,0.016865211,0.023450635,0.031565329,0.041430916,0.053301672,0.067469908,0.084272362,0.104097822,0.127396251,0.154689755,0.186585818
0.11555512,0.115520439,0.115416382,0.11524291,0.114999956,0.114687426,0.114305203,0.113853145,0.113331086,0.112738836,0.112076189,0.111342917,0.110538776,0.109663508,0.108716844,0.107698505,0.10660821,0.105445673,0.104210617,0.102902767,0.101521868,0.100067681,0.098539997,0.096938639,0.095263476,0.093514431,0.091691487,0.089794708,0.087824243,0.085780349,0.083663402,0.081473918,0.079212573,0.076880227,0.074477949,0.072007046,0.069469095,0.066865979,0.064199927,0.061473558,0.058689934,0.055852613,0.052965712,0.050033981,0.047062877,0.044058656,0.041028472,0.037980489,0.034924006,0.0318696,0.028829286,0.025816698,0.022847291,0.019938576,0.017110379,0.014385136,0.011788238,0.009348405,0.007098131,0.005074179,0.003318154,0.001877155,0.000804525,0.000160714,1.43E-05,0.000442988,0.001535232,0.003391477,0.006126091,0.009869422,0.014770231,0.020998541,0.028748988,0.038244772,0.049742323,0.063536848,0.079968922,0.099432372,0.122383741,0.149353676,0.180960718
0.123315972,0.123279893,0.123171644,0.122991181,0.122738432,0.122413298,0.122015651,0.121545339,0.121002182,0.120385977,0.119696499,0.118933501,0.118096718,0.117185868,0.116200656,0.115140775,0.114005911,0.112795748,0.111509969,0.110148264,0.108710334,0.107195897,0.105604695,0.103936501,0.102191132,0.100368449,0.098468379,0.096490917,0.094436145,0.092304245,0.090095516,0.087810391,0.085449458,0.083013485,0.08050344,0.077920525,0.075266207,0.072542248,0.069750753,0.066894208,0.063975532,0.060998131,0.057965965,0.054883611,0.051756348,0.048590241,0.045392239,0.042170293,0.038933473,0.035692116,0.032457982,0.029244436,0.026066652,0.022941844,0.019889526,0.016931813,0.014093756,0.011403732,0.008893879,0.0066006,0.004565138,0.002834237,0.001460895,0.000505242,3.55E-05,0.000129352,0.00087488,0.002372536,0.004736765,0.008098165,0.012605981,0.018431022,0.025769105,0.034845112,0.045917807,0.059285557,0.075293164,0.094340041,0.116890059,0.143483425,0.174751104
0.131867269,0.131829733,0.13171711,0.131529354,0.131266387,0.130928103,0.130514363,0.130025003,0.12945983,0.128818622,0.128101135,0.127307101,0.126436231,0.125488216,0.12446273,0.123359437,0.122177986,0.120918024,0.119579193,0.118161139,0.116663516,0.115085991,0.113428252,0.111690016,0.109871035,0.107971107,0.105990086,0.103927895,0.101784535,0.099560103,0.097254808,0.094868986,0.092403126,0.089857883,0.087234114,0.084532896,0.081755564,0.078903744,0.075979392,0.072984836,0.069922829,0.066796599,0.063609916,0.060367157,0.057073387,0.053734443,0.050357035,0.046948855,0.043518703,0.040076627,0.036634084,0.033204117,0.029801559,0.026443267,0.023148381,0.019938624,0.016838639,0.013876381,0.01108355,0.008496109,0.006154851,0.004106073,0.00240234,0.001103364,0.000277029,5.66E-07,0.00036193,0.001461387,0.003413379,0.006348696,0.010417026,0.015789956,0.022664507,0.031267328,0.041859666,0.054743298,0.070267622,0.088838175,0.110926909,0.137084634,0.16795616
0.141232108,0.141193069,0.141075937,0.140880661,0.140607157,0.140255311,0.139824973,0.139315966,0.138728078,0.138061071,0.13731468,0.136488611,0.135582548,0.134596154,0.133529069,0.13238092,0.131151319,0.12983987,0.128446169,0.126969814,0.125410403,0.123767549,0.122040877,0.12023004,0.118334719,0.116354637,0.11428957,0.112139353,0.109903898,0.107583206,0.105177381,0.102686651,0.100111385,0.097452116,0.094709565,0.09188467,0.088978615,0.085992864,0.082929201,0.079789773,0.076577138,0.073294318,0.069944861,0.06653291,0.06306328,0.059541541,0.05597412,0.05236841,0.048732889,0.045077268,0.041412643,0.037751675,0.034108797,0.030500441,0.026945301,0.023464631,0.020082588,0.016826615,0.013727891,0.010821838,0.008148702,0.005754232,0.003690445,0.002016531,0.000799878,0.000117278,5.63E-05,0.000717017,0.00221371,0.004677289,0.008257816,0.013127609,0.019484892,0.027558124,0.037611152,0.049949373,0.064927122,0.082956569,0.104518489,0.130175334,0.160587209
0.151425378,0.151384808,0.151263081,0.151060143,0.150775903,0.150410236,0.149962982,0.149433947,0.148822904,0.148129592,0.147353722,0.146494976,0.145553006,0.144527441,0.143417888,0.142223933,0.140945144,0.139581078,0.138131281,0.136595294,0.13497266,0.133262924,0.131465646,0.129580403,0.127606799,0.125544474,0.123393112,0.121152454,0.118822309,0.116402569,0.11389322,0.111294367,0.108606245,0.105829245,0.102963938,0.100011099,0.096971739,0.093847141,0.090638891,0.087348927,0.083979584,0.080533645,0.077014407,0.073425739,0.069772169,0.066058959,0.062292209,0.058478962,0.054627327,0.050746618,0.046847512,0.042942228,0.039044727,0.035170945,0.03133905,0.027569747,0.023886614,0.020316493,0.016889938,0.013641724,0.01061144,0.007844165,0.005391252,0.003311232,0.00167087,0.000546382,2.49E-05,0.000205915,0.001203666,0.00314898,0.006192186,0.010506252,0.016290552,0.023775356,0.03322718,0.044955203,0.059318988,0.076737804,0.097701944,0.122786526,0.152668394
0.16245283,0.162410719,0.162284369,0.162073719,0.161778674,0.161399097,0.160934814,0.160385616,0.159751255,0.15903145,0.158225885,0.157334211,0.156356049,0.155290993,0.154138609,0.152898439,0.151570004,0.150152809,0.148646345,0.147050092,0.145363526,0.143586125,0.141717371,0.13975676,0.137703811,0.135558069,0.133319119,0.130986594,0.128560191,0.126039677,0.12342491,0.120715853,0.117912594,0.115015364,0.112024564,0.108940786,0.105764849,0.102497826,0.099141083,0.09569632,0.092165619,0.088551495,0.084856953,0.081085557,0.077241504,0.073329706,0.069355888,0.065326694,0.061249808,0.05713409,0.052989737,0.048828455,0.044663661,0.040510717,0.036387183,0.032313123,0.028311442,0.024408276,0.020633444,0.01702096,0.013609628,0.010443727,0.007573804,0.00505759,0.00296107,0.001359725,0.00033998,9.05E-07,0.000456208,0.001836581,0.004292473,0.007997369,0.013151698,0.019987481,0.028773913,0.039824052,0.05350291,0.070237253,0.090527532,0.11496249,0.144237124
0.174310374,0.174266733,0.174135789,0.17391748,0.173611699,0.1732183,0.172737095,0.172167857,0.171510316,0.170764168,0.169929067,0.169004635,0.167990457,0.166886087,0.165691048,0.164404834,0.163026917,0.161556744,0.159993744,0.158337332,0.156586913,0.154741888,0.152801656,0.150765625,0.148633217,0.146403876,0.144077077,0.141652336,0.139129222,0.136507368,0.133786489,0.130966393,0.128047001,0.125028369,0.121910708,0.118694409,0.115380073,0.111968542,0.108460934,0.104858686,0.101163595,0.097377873,0.093504202,0.089545799,0.085506492,0.081390796,0.077204015,0.072952339,0.068642972,0.064284262,0.059885856,0.055458878,0.051016127,0.046572306,0.042144281,0.037751376,0.033415723,0.02916264,0.025021094,0.021024209,0.017209868,0.013621405,0.010308406,0.007327637,0.00474413,0.002632448,0.001078163,0.000179595,4.99E-05,0.000819252,0.002638163,0.005680409,0.010147311,0.016272523,0.024327848,0.034630243,0.047550306,0.063522606,0.083058297,0.106760627,0.135344087
0.186983659,0.186938518,0.186803074,0.186577257,0.186260954,0.185854006,0.185356211,0.184767321,0.184087046,0.183315053,0.182450969,0.18149438,0.180444835,0.179301844,0.178064884,0.176733401,0.175306807,0.173784491,0.172165815,0.170450125,0.168636748,0.166724999,0.164714192,0.162603636,0.160392651,0.158080568,0.155666743,0.153150565,0.150531466,0.147808931,0.144982517,0.142051862,0.139016709,0.135876919,0.132632493,0.129283602,0.125830608,0.122274098,0.118614918,0.11485421,0.11099346,0.107034543,0.102979783,0.098832012,0.094594645,0.090271759,0.085868185,0.08138961,0.076842699,0.072235223,0.067576216,0.062876148,0.058147118,0.053403087,0.048660131,0.043936741,0.039254161,0.034636779,0.03011258,0.025713664,0.021476846,0.017444357,0.013664651,0.010193347,0.00709433,0.004441038,0.002317973,0.000822475,6.68E-05,0.000180692,0.001314148,0.003641106,0.007363552,0.012716575,0.019974435,0.029457908,0.041543213,0.056672911,0.075369288,0.098250853,0.126052818
